,banglawords
29590,"['তোরণ', 'দ্বার', 'দরজা', 'প্রবেশপথ', 'দ্বারোপরি খিলান', 'দ্বারদেশ', 'গোপুর']"
29591,"['সহজে বহনীয়', 'সুবহ', 'বহনীয়', 'হালকা']"
29592,"['বাঁদিকে ফেরান', 'বাঁদিকে ফেরা', 'মদ্য বিশেষ', 'বন্দর', 'চলাফেরার ভঙ্গি', 'পোতাশ্রয়', 'আশ্রয়', 'আশ্রয়স্থান', 'বন্দরনগরী', 'দ্বার', 'প্রবেশপথ', 'নগরদ্বার', 'চালচলন', 'ঠাটঠমক', 'জীবনযাত্রার ধরন', 'জীবনযাত্রা-প্রণালী', 'পট্টন', 'পত্তন', 'জীবনযাত্রার প্রণালী', 'আচরণ']"
29593,"['শুশুকজাতীয় প্রাণিবিশেষ', 'আশ্রয়', 'শুশুক', 'শিশুমার']"
29594,"['', 'রন্ধ্রীয়', 'বহুরন্ধ্র', 'ঝাঁঝর', 'ঝাঁজরা', 'সচ্ছিদ্র', 'রন্ধ্রযুক্ত', 'রন্ধ্রবহুল', 'ঝাঁজর']"
29595,"['অশ্লীল রচনা চিত্র প্রভৃতি', 'অশ্লীল রচনা', 'অশ্লীল সাহিত্যাদি']"
29596,"['অশ্লীল রচনা চিত্র প্রভৃতি সম্বন্ধীয়', 'অশ্লীল']"
29597,"['অশ্লীল রচনাকার চিত্রকর প্রভৃতি', 'অশ্লীল']"
29598,"['অশ্লীল রচনা', 'অশ্লীল সাহিত্যাদি']"
29599,"['শূকরমাংস', 'শুয়োরের মাংস']"
29600,"['একাগ্রভাবে দেখা বা বিবেচনা করা', 'একাগ্রভাবে পড়া', 'বিবেচনা করা', 'বিচার করা', 'বিল', 'ঠাওরান', 'লোমকূপ']"
29601,['শজারু']
29602,"['গাড়িবারান্দা', 'বারান্দা', 'দেউড়ি', 'গাড়ীবারান্দা']"
29603,['চীনামাটির বাসন']
29604,"['জনাকীর্ণ', 'জনপূর্ণ']"
29605,"['জনপূর্ণ বা অধিবাসীতে পূর্ণ করার কাজ', 'জনসংখ্যা', 'জনগণ', 'লোকসংখ্যা', 'অধিবাসিগণ']"
29606,"['জনপূর্ণ করা বা অধিবাসীতে পূর্ণ করা', 'জনপূর্ণ করা', 'লোক বসান']"
29607,[]
29608,"['জনপ্রিয় করা বা লোকায়ত করা', 'জনপ্রি় করা', 'জনসাধারণ্যে প্রচলিত করা', 'লোকপ্রি় করা', 'লোকায়ত করা']"
29609,"['জনপ্রি়তা', 'সর্বজনপ্রি়তা', 'জনসাধারণ্যে প্রচলন', 'লোকপ্রি়তা', 'জনপ্রিয়তা']"
29610,"['জনগণসংক্রান্ত', 'জনপ্রি়', 'লৌকিক', 'জনসাধারণ্যে বিদ্যমান', 'জনসাধারণ্যে প্রচলিত', 'জনসাধারণের উপযোগী', 'লোকায়ত', 'লোকপ্রি়', 'সর্বত্র জনপ্রি়', 'সাম্যবাদী', 'জনপ্রিয়', 'জনসাধারণ্যে বিদ্যমান বা প্রচলিত']"
29611,"['জনসাধারণ', 'ইতরজনসমূহ']"
29612,[]
29613,[]
29614,"['পোস্তগাছ', 'আফিমগাছ', 'আফিম গাছ', 'ঢেঁড়ির গাছ', 'পোস্ত', 'পোস্তদানা']"
29615,[]
29616,['উঁচু ও সরু গাছবিশেষ']
29617,"['ধর্মযাজক', 'পাদ্রি']"
29618,['ভুট্টার খই']
29619,"['জনপ্রি়', 'হঠাৎ', 'সহসা', 'অকস্মাৎ', 'ফটফট্ শব্দ', 'পটাস্', 'দুম্', 'পট্ শব্দ', 'চাপড়ানো', 'টুস্কি মারা', 'তুড়ি মারা', 'চুটকি মারা', 'মট্ করে ভাঙ্গা', 'গুলি চালানো', 'গুলিবর্ষণ করা', 'ভাগে পড়া', 'গোলা চালানো', 'গোলাবর্ষণ করা']"
29620,"['দরিদ্রভাবে', 'অপ্রচুরভাবে', 'সফল না হইয়া', 'কুভাবে', 'দুর্বল', 'অসুস্থ', 'খারাপ', 'অস্বাস্থ্যকর', 'রূগ্ণ', 'রোগা', 'অস্বাস্থ্যজনক']"
29621,"['কাঙ্গাল', 'দরিদ্র লোক', 'অসজ্জন', 'নিঃস্ব', 'দরিদ্র', 'গরিব', 'মন্দ', 'নি:স্ব', 'নি:সম্বল', 'অভাবী', 'ঘাটতিপূর্ণ', 'ত্রুটিপূর্ণ', 'অনুর্বর', 'বন্ধ্য', 'সামান্য', 'দুর্ভাগা', 'দীনহীন', 'জীর্ণশীর্ণ', 'নিস্তেজ', 'নগণ্য', 'দীন-দরিদ্র', 'ক্ষুদ্র', 'ঋক্থহীন', 'অসচ্ছল', 'কার্পণ্যপূর্ণ', 'কম্বল-কম্বল', 'কপর্দকশূন্য', 'নির্ধন', 'সঙ্গতিহীন', 'অবস্থাহীন', 'ফতুর', 'বেচারা']"
29622,"['গুলিবর্ষণ করা', 'শ্রান্ত করা', 'পরিশ্রান্ত করা', 'ক্লান্ত করা', 'গুলি চালানো', 'গোলা চালানো', 'গোলাবর্ষণ করা']"
29623,"['জাহাজের লেজ বা পশ্চাদ্ভাগ', 'জাহাজের পশ্চাদ্ভাগ', 'জাহাজের লেজ', 'গুলিবর্ষণ করা', 'শ্রান্ত করা', 'পরিশ্রান্ত করা', 'ক্লান্ত করা', 'গুলি চালানো', 'গোলা চালানো', 'গোলাবর্ষণ করা']"
29624,[]
29625,"['জলের ডোবা', 'নদ্যাদির গভীর অংশ', 'পুকুর', 'জমা জল', 'বাজির মোট টাকা', 'নিধি', 'মিলন', 'একত্রীভবন', 'জলাশয়', 'পুষ্করিণী', 'ডোবা', 'বাপী']"
29626,['ঘৃণা সহকারে প্রত্যাখ্যান করা']
29627,['কুঞ্চিত লোমযুক্ত ক্ষুদ্র পোষা কুকুরবিশেষ']
29628,['কুকুর']
29629,['পনি টেইল']
29630,[]
29631,"['ঘোড়া', 'অল্প', 'ক্ষুদ্র', 'ছোট', 'টাট্টু', 'ক্ষুদ্রকায় ঘোড়া', 'টাট্টু ঘোড়া', 'পোনি']"
29632,"['খেয়ানৌকা', 'তাসের জুয়াখেলাবিশেষ']"
29633,"['সমারোহপূর্ণ', 'বিশপদের কর্তব্যাদিসংক্রান্ত', 'চমত্কার', 'প্রধান ধর্মযাজকীয়', 'আড়ম্বরপূর্ণ', 'জাঁকাল', 'পোপসম্বন্ধীয়']"
29634,"['প্রধান যাজক', 'বিশপ', 'পোপ']"
29635,"['দুর্বহ', 'প্রকাণ্ড', 'ভারী', 'কড়া', 'গুরুভার', 'ত্তজনদার', 'মুশকিল', 'শক্ত', 'কষ্টদায়ক', 'ক্লেশকর', 'পীড়াদায়ক', 'কঠোর', 'কঠিন', 'খারাপ']"
29636,"['ভাবিয়া দেখা', 'ওজন করা', 'ঠাওরান', 'চিন্তা করা', 'ত্তজন করা', 'বিবেচনা করা', 'আলোড়ন করা', 'আলোড়িত করা']"
29637,"['বদ্ধ জলাশয়', '', 'জলাশয়', 'পুকুর', 'বাপী', 'পুষ্করিণী', 'খাত']"
29638,['সাইকেল-আরোহী ভ্রমণকারী প্রভৃতির অনূরূপ আকারেরে ওআটারপ্রূফ']
29639,"['চমত্কার জাঁকাল', 'আড়ম্বরপূর্ণ', 'আত্মম্ভরী', 'জাঁকজমকপূর্ণ', 'গুলজার', 'জবর', 'চমত্কার জাঙ্কাল', 'জমকাল', 'শব্দাড়ম্বরপূর্ণ', 'গালভরা', 'সাড়ম্বর', 'জাঁকাল']"
29640,['নিদারুণ আত্মম্ভরিতা']
29641,['মেশিনগান-বিশেষ']
29642,"['শোভাযাত্রা', 'ধুমধাম', 'জাঁকজমক', 'জাঁক', 'আত্মম্ভরিতা', 'ধুম', 'আড়ম্বর', 'মিথ্যা জাঁক', 'জমক', 'ঘটা', 'সমারোহ']"
29643,"['দাড়িম্ব ফল বা তাহাৰ গাছ', 'দাড়িম্ব', 'ডালিম', 'রক্তবীজ', 'আনার', 'দাড়িম', 'দাড়িম্ব ফল', 'দাড়িম্ব গাছ', 'দাড়িম ফল', 'দাড়িম গাছ']"
29644,['বহু বিদ্যাবিষয়ক বা কারিগরী শিল্পবিষয়ক']
29645,"['প্রবালকীট', 'বহুভুজ']"
