,banglaenglishmixed
29161,"['সুতো গোটাবার লাটাই', 'কাঠিম', 'নাটাই গুটান', 'নাটাইয়া রাখা', 'ঘূর্ণায়িত হত্তয়া', 'ঘূর্ণমান হত্তয়া', 'ঘূর্ণিত হত্তয়া', 'ঘুরান', 'ঘুরপাক খাত্তয়া', 'ঘুরপাক দেত্তয়া', 'ঘুরা', 'আন্দোলিত হত্তয়া', 'ঘোরান', 'ঘোরা', 'নাটাই', 'রীল', 'চরকা', 'ঘূর্ণি', 'টাকু', 'টাকুয়া']"
29162,"['দুর্গন্ধ', 'পচা', 'বোটকা গন্ধ', 'পূতিগন্ধ', 'বাষ্প ছড়ান', 'গন্ধ ছড়ান', 'ধোঁয়া ছড়ান', 'গন্ধ', 'বাষ্প', 'ধূম', 'ধোঁয়া']"
29163,"['পালের যে অংশ প্রয়োজনমতো গুটিয়ে বা ভাঁজ করে নেওয়া যায়', 'প্রবালপ্রাচীর']"
29164,['পুন:শিক্ষা']
29165,['পুন:শিক্ষা দেত্তয়া']
29166,"['নলখাগড়ার বন', 'নলখাগড়ায় ছাত্তয়া', 'খাগড়া', 'বেণু', 'নলখাগড়া', 'নল', 'বেণুবাঁশ', 'উলুখাগডা', 'খাগ', 'নলিকা', 'ঘাট']"
29167,"['কয়েক ধরনের গাছ যেগুলো থেকে লালচে রঙের কাঠ পাওয়া যায়', 'লাল রঙের পেড়']"
29168,['রেড ওয়াইন']
29169,"['অপ্রয়োজনীয়', 'প্রয়োজনাতিরিক্ত', 'বাড়তি', 'অতিরিক্ত', 'অনাবশ্যক', 'প্রচুর']"
29170,"['অতিরেক', 'প্রাচুর্য', 'আতিশয্য']"
29171,"['লঘুকরণ', 'পরিবর্তন', 'গ্রাস', 'সংক্ষেপ', 'সংক্ষেপণ', 'কমা', 'কমি', 'হ্রাস', 'হ্রাসপ্রাপ্ত', 'রূপান্তরকরণ', 'হ্রাসের পরিমাণ']"
29172,"['কমান', 'হ্রাস করা', 'সঙ্কুচিত করা', 'ছাঁটাই করা', 'দমন করা', 'উপযোগী করা', 'অনুবাদ করা', 'পরিণত করা', 'নিচু করা', 'দুর্বল করা', 'কৃশ করা', 'ছাঁটা', 'সংক্ষেপ করা', 'খাট করা', 'টুটান', 'হ্রস্ব করা', 'সংক্ষিপ্ত করা', 'খর্ব করা', 'সংকুচিত করা', 'দরিদ্র করা', 'কমানো']"
29173,"['লাল ফিতা', 'আমলাতন্ত্র', 'আমলাতন্ত্র-সম্বন্ধি']"
29174,['আমেরিকার অদিম অধিবাসী']
29175,"['সংশোধন করা', 'আবার ঠিকঠাক করে দেওয়া', 'প্রতিকার করা', 'ঠিক করা', 'বিহিত করা', 'নিরসন করা', 'প্রতিকর্ম করা', 'প্রতিবিধান করা', 'প্রতিকার', 'বিহিত', 'প্রতিকর্ম', 'প্রতিবিধান', 'রক্ষা']"
29176,"['তীব্রতর শক্তিশালী করা', 'বেড়ে যাওয়া', 'বাড়িয়ে দেওয়া', 'দ্বিগুণ করা', 'বৃদ্ধি করা', 'দ্বিগুণ হত্তয়া']"
29177,"['পুনরায় করা', 'করা']"
29178,"['পুনরায় করা', 'করা', 'আবার নতুন করে করা']"
29179,['লালতা']
29180,[]
29181,"['শহরের যে অংশ বেশ্যালয় আছে', 'শহরের যে এলাকায় গণিকালয় অবস্থিত', 'গণিকাপল্লি', 'বেশ্যাপাড়া']"
29182,['নুতন বিভাজন']
29183,"['নুতন বিভাজন করা', 'পুনর্বন্টন করা']"
29184,['চিঠিপত্র্র সঠিক ঠিকানায় পাঠাবার জন্য আগের ঠিকানা কেটে প্রাপকের নতুন ঠিকানা লিখে দেওয়া']
29185,"['পুনরায় করা', 'করা']"
29186,"['প্রচণ্ড', 'গরম আগুন', 'আগজ্বলন্ত']"
29187,['লবণাদিতে জারিত শুটকি হেরিংমাছ']
29188,['লাল চুত্তয়ালা লোক']
29189,"['অপরাধরত অবস্থায়', 'হাতে-নাতে', 'হাতেনাতে']"
29190,[]
29191,[]
29192,[]
29193,"['পুনরুদ্ধার', 'উদ্ধার', 'প্রতিজ্ঞাপালন', 'দায়মোচন', 'পুনঃপ্রাপ্তি', 'মুক্তি', 'খালাস', 'মোচন']"
29194,"['পুনরুদ্ধারযোগ্য', 'পরিত্রাণযোগ্য', 'পুনরুদ্ধারণীয়', 'পূরণীয়']"
29195,"['অর্থের বিনিময়ে ফিরে পাওয়া', 'টাকা দিয়ে খালাস করা', 'খালাস করা', 'পুনরায় কিনিয়া লত্তয়া', 'উদ্ধার করা', 'ক্ষতিপূরণ করা', 'মুক্ত করা', 'মুক্তি করা', 'খালাস লত্তয়া']"
29196,"['ঈষত্ লাল', 'লালচে', 'ষৎ লাল', 'রক্তিম', 'আরক্ত', 'আরক্তিম', 'আলোহিত']"
29197,"['লাল করে দেওয়া', 'রাঙিয়ে দেওয়া', 'রাঙা হয়ে ওঠা', 'রাঙান', 'লাল করা', 'লাল হত্তয়া']"
29198,"['লাল ক্রূশচিহ্ন', 'প্রতিষ্ঠানবিশেষের প্রতীক', 'রেড ক্রস']"
29199,['লাল গালিচা']
29200,['বলবান']
29201,"['গোলাপী পাতলবর্ণ', 'লোহিত', 'লাল রঙের', 'অরুণ', 'রক্তবর্ণ', 'রক্তিম', 'লাল', 'রাঙা', 'টক্টক']"
29202,[]
29203,[]
29204,['রাসায়নিক পদ্ধতিতে ব্যবহার করা জিনিসকে আবার ব্যবহারের উপযোগী করে তোলা']
29205,[]
29206,"['আবৃত্তিশীল', 'পুন:সঙ্ঘটনশীল', 'পৌনঃপুনিক', 'পুনরাবৃত্ত', 'নিয়মিতভাবে সংঘটিত হয় এমন']"
29207,"['আবৃত্তি', 'পুন:সঙ্ঘটন', 'পুনরাবৃত্তি', 'পৌনঃপুন্য', 'পুনঃসংঘটন', 'বারংবার ঘটা', 'বারংবারতা']"
29208,"['আবার ঘটা', 'পুনরাবৃত্তি হওয়া', 'পুনরায় মনে করা', 'পুনরুদিত হওয়া', 'আবৃত্তি করা', 'পুনরায় বলা', 'পুনরায মনে আসা', 'পুন:সঙ্ঘটিত হত্তয়া']"
29209,"['পুনরূদ্ধার', 'আরোগ্য']"
29210,"['পুনরূদ্ধার করা', 'পুনরূদ্ধার হত্তয়া', 'আরোগ্য করা', 'আরোগ্য হত্তয়া', 'পুনরুদ্ধার করা', 'আরোগ্যলাভ করা', 'আর্থিক ক্ষতি সামলে ওঠা']"
29211,"['বৃহদন্ত্রের শেষ অংশ', 'গুহ্যদেশ', 'পায়ু', 'মলদ্বার']"
29212,"['অধিশিক্ষক', 'অধিপুরুষ', 'রেক্টর', 'গির্জার প্রধান পুরোহিত বা যাজক', 'ধর্মীয় প্রতিষ্ঠান', 'কলেজ বা বিশ্ববিদ্যালয়ের অধ্যক্ষ']"
29213,"['প্রতিকার করা', 'ঢিট করা', 'শুদ্ধ করা', 'ভাল করা', 'সংশোধন করা', 'সংশোধিত করা', 'শোধিত করা', 'শোধরানো', 'ত্রুটিমুক্ত করা', 'ঠিকঠাক করে নেওয়া']"
29214,"['সমকোণী চতুর্ভুজাকার', 'আয়তক্ষেত্রাকার', 'সমায়ত', 'চতুষ্কোণ', 'চৌকা']"
29215,"['সমকোণী চতুর্ভুজ', 'আয়তক্ষেত্র', 'সমকোণ চতুর্ভুজ', 'চতুষ্ক', 'চতুষ্কোণ', 'চক']"
29216,"['মলাশয়ে প্রদানের জন্য', 'মলদ্বার-সম্বন্ধীয়']"
29217,['সংগ্রহ']
29218,['আড়কাটি']
29219,"['পুনরায় সৈব্য সরবরাহ করা', 'পুনরায সতেজ করান', 'আরোগ্যলাভ করা', 'নবসংগ্রহিত সৈন্য', 'রংরুট', 'ঘাটতি পূরণ করা', 'আবার নতুন করে সরবরাহ করা', 'সেনাবাহিনীতে নতুন ভর্তি হওয়া সৈনিক']"
